"Time Series Data"
"DBKEY","STATION","TYPE","UNITS","FQ","STAT","STRATA","OPNUM","RCDR","AGENCY","START","END","CNTY","LAT","LONG","SEC","TWP","RNG","ALTERNATE ID"
"LA373","3AS3WX","AIRT","Degrees Celsius","DA","MEAN","0","","CR10","WMD","2000","2023","DAD","255106","804558","18","53","36","3AS3W+AT",""
"Station","DBKEY","Daily Date","Data Value","Qualifer","Revision Date"
"3AS3WX","LA373","30-JAN-2020","19.64","","05-FEB-2020"
"3AS3WX","LA373","31-JAN-2020","20.08","","05-FEB-2020"
"3AS3WX","LA373","01-FEB-2020","19.03","","05-FEB-2020"
"3AS3WX","LA373","02-FEB-2020","14.62","","05-FEB-2020"
"3AS3WX","LA373","03-FEB-2020","15.46","","05-FEB-2020"
"3AS3WX","LA373","04-FEB-2020","19.43","","24-FEB-2020"
"3AS3WX","LA373","05-FEB-2020","21.64","","24-FEB-2020"
"3AS3WX","LA373","06-FEB-2020","24.24","","24-FEB-2020"
"3AS3WX","LA373","07-FEB-2020","20.30","","24-FEB-2020"
"3AS3WX","LA373","08-FEB-2020","17.35","","24-FEB-2020"
"3AS3WX","LA373","09-FEB-2020","20.19","","24-FEB-2020"
"3AS3WX","LA373","10-FEB-2020","22.23","","24-FEB-2020"
"3AS3WX","LA373","11-FEB-2020","23.92","E","24-FEB-2020"
"3AS3WX","LA373","12-FEB-2020","24.13","","24-FEB-2020"
"3AS3WX","LA373","13-FEB-2020","24.51","","24-FEB-2020"
"3AS3WX","LA373","14-FEB-2020","24.24","","24-FEB-2020"
"3AS3WX","LA373","15-FEB-2020","21.66","","03-MAR-2020"
"3AS3WX","LA373","16-FEB-2020","23.10","","03-MAR-2020"
"3AS3WX","LA373","17-FEB-2020","23.80","","03-MAR-2020"
"3AS3WX","LA373","18-FEB-2020","24.21","","03-MAR-2020"
"3AS3WX","LA373","19-FEB-2020","24.83","","03-MAR-2020"
"3AS3WX","LA373","20-FEB-2020","24.24","","03-MAR-2020"
"3AS3WX","LA373","21-FEB-2020","18.59","","03-MAR-2020"
"3AS3WX","LA373","22-FEB-2020","16.48","","03-MAR-2020"
"3AS3WX","LA373","23-FEB-2020","18.92","","03-MAR-2020"
"3AS3WX","LA373","24-FEB-2020","20.31","","03-MAR-2020"
"3AS3WX","LA373","25-FEB-2020","23.08","","03-MAR-2020"
"3AS3WX","LA373","26-FEB-2020","24.15","","03-MAR-2020"
"3AS3WX","LA373","27-FEB-2020","16.57","","03-MAR-2020"
"3AS3WX","LA373","28-FEB-2020","13.22","","03-MAR-2020"
"3AS3WX","LA373","29-FEB-2020","14.40","","03-MAR-2020"
"3AS3WX","LA373","01-MAR-2020","15.52","","03-MAR-2020"
"3AS3WX","LA373","02-MAR-2020","19.03","","13-MAR-2020"
"3AS3WX","LA373","03-MAR-2020","21.88","","13-MAR-2020"
"3AS3WX","LA373","04-MAR-2020","23.73","","13-MAR-2020"
"3AS3WX","LA373","05-MAR-2020","25.22","","13-MAR-2020"
"3AS3WX","LA373","06-MAR-2020","23.02","","13-MAR-2020"
"3AS3WX","LA373","07-MAR-2020","16.56","","13-MAR-2020"
"3AS3WX","LA373","08-MAR-2020","17.54","","13-MAR-2020"
"3AS3WX","LA373","09-MAR-2020","19.88","","13-MAR-2020"
"3AS3WX","LA373","10-MAR-2020","20.40","","13-MAR-2020"
"3AS3WX","LA373","11-MAR-2020","21.06","","13-MAR-2020"
"3AS3WX","LA373","12-MAR-2020","22.02","","27-MAR-2020"
"3AS3WX","LA373","13-MAR-2020","22.26","","27-MAR-2020"
"3AS3WX","LA373","14-MAR-2020","23.38","","27-MAR-2020"
"3AS3WX","LA373","15-MAR-2020","23.41","","27-MAR-2020"
"3AS3WX","LA373","16-MAR-2020","22.92","","27-MAR-2020"
"3AS3WX","LA373","17-MAR-2020","22.98","","27-MAR-2020"
"3AS3WX","LA373","18-MAR-2020","22.53","","27-MAR-2020"
"3AS3WX","LA373","19-MAR-2020","23.09","","27-MAR-2020"
"3AS3WX","LA373","20-MAR-2020","23.50","","27-MAR-2020"
"3AS3WX","LA373","21-MAR-2020","23.45","","27-MAR-2020"
"3AS3WX","LA373","22-MAR-2020","23.05","","27-MAR-2020"
"3AS3WX","LA373","23-MAR-2020","23.01","","27-MAR-2020"
"3AS3WX","LA373","24-MAR-2020","23.45","","27-MAR-2020"
"3AS3WX","LA373","25-MAR-2020","23.31","","27-MAR-2020"
"3AS3WX","LA373","26-MAR-2020","23.68","","13-APR-2020"
"3AS3WX","LA373","27-MAR-2020","23.92","","13-APR-2020"
"3AS3WX","LA373","28-MAR-2020","22.75","","13-APR-2020"
"3AS3WX","LA373","29-MAR-2020","23.94","","13-APR-2020"
"3AS3WX","LA373","30-MAR-2020","24.94","","13-APR-2020"
"3AS3WX","LA373","31-MAR-2020","24.71","","13-APR-2020"
"3AS3WX","LA373","01-APR-2020","23.24","","13-APR-2020"
"3AS3WX","LA373","02-APR-2020","20.70","","13-APR-2020"
"3AS3WX","LA373","03-APR-2020","22.34","","13-APR-2020"
"3AS3WX","LA373","04-APR-2020","23.10","","13-APR-2020"
"3AS3WX","LA373","05-APR-2020","23.07","","13-APR-2020"
"3AS3WX","LA373","06-APR-2020","23.84","","13-APR-2020"
"3AS3WX","LA373","07-APR-2020","24.62","","13-APR-2020"
"3AS3WX","LA373","08-APR-2020","25.42","","21-APR-2020"
"3AS3WX","LA373","09-APR-2020","25.19","","21-APR-2020"
"3AS3WX","LA373","10-APR-2020","25.70","","21-APR-2020"
"3AS3WX","LA373","11-APR-2020","24.07","E","21-APR-2020"
"3AS3WX","LA373","12-APR-2020","26.24","","21-APR-2020"
"3AS3WX","LA373","13-APR-2020","27.25","","21-APR-2020"
"3AS3WX","LA373","14-APR-2020","26.81","","21-APR-2020"
"3AS3WX","LA373","15-APR-2020","26.91","","21-APR-2020"
"3AS3WX","LA373","16-APR-2020","25.18","","21-APR-2020"
"3AS3WX","LA373","17-APR-2020","25.31","","21-APR-2020"
"3AS3WX","LA373","18-APR-2020","26.09","","21-APR-2020"
"3AS3WX","LA373","19-APR-2020","26.19","","21-APR-2020"
"3AS3WX","LA373","20-APR-2020","26.98","","30-APR-2020"
"3AS3WX","LA373","21-APR-2020","25.49","","30-APR-2020"
"3AS3WX","LA373","22-APR-2020","23.62","","30-APR-2020"
"3AS3WX","LA373","23-APR-2020","25.63","","30-APR-2020"
"3AS3WX","LA373","24-APR-2020","26.69","","30-APR-2020"
"3AS3WX","LA373","25-APR-2020","26.10","","30-APR-2020"
"3AS3WX","LA373","26-APR-2020","23.41","","30-APR-2020"
"3AS3WX","LA373","27-APR-2020","22.62","","30-APR-2020"
"3AS3WX","LA373","28-APR-2020","21.42","","30-APR-2020"
"3AS3WX","LA373","29-APR-2020","23.18","","19-MAY-2020"
"3AS3WX","LA373","30-APR-2020","22.39","","19-MAY-2020"
"3AS3WX","LA373","01-MAY-2020","21.29","","05-MAY-2020"
"3AS3WX","LA373","02-MAY-2020","22.04","","19-MAY-2020"
"3AS3WX","LA373","03-MAY-2020","22.57","","19-MAY-2020"
"3AS3WX","LA373","04-MAY-2020","23.52","","19-MAY-2020"
"3AS3WX","LA373","05-MAY-2020","24.94","","19-MAY-2020"
"3AS3WX","LA373","06-MAY-2020","24.47","","19-MAY-2020"
"3AS3WX","LA373","07-MAY-2020","22.34","","19-MAY-2020"
"3AS3WX","LA373","08-MAY-2020","21.23","","19-MAY-2020"
"3AS3WX","LA373","09-MAY-2020","23.08","","19-MAY-2020"
"3AS3WX","LA373","10-MAY-2020","20.53","","19-MAY-2020"
"3AS3WX","LA373","11-MAY-2020","23.10","","19-MAY-2020"
"3AS3WX","LA373","12-MAY-2020","22.60","","19-MAY-2020"
"3AS3WX","LA373","13-MAY-2020","22.90","","19-MAY-2020"
"3AS3WX","LA373","14-MAY-2020","23.19","","19-MAY-2020"
"3AS3WX","LA373","15-MAY-2020","22.68","","19-MAY-2020"
"3AS3WX","LA373","16-MAY-2020","24.80","","19-MAY-2020"
"3AS3WX","LA373","17-MAY-2020","25.90","","19-MAY-2020"
"3AS3WX","LA373","18-MAY-2020","23.16","","05-JUN-2020"
"3AS3WX","LA373","19-MAY-2020","25.00","","05-JUN-2020"
"3AS3WX","LA373","20-MAY-2020","26.14","","05-JUN-2020"
"3AS3WX","LA373","21-MAY-2020","25.27","","05-JUN-2020"
"3AS3WX","LA373","22-MAY-2020","26.01","","05-JUN-2020"
"3AS3WX","LA373","23-MAY-2020","25.42","","05-JUN-2020"
"3AS3WX","LA373","24-MAY-2020","23.02","","05-JUN-2020"
"3AS3WX","LA373","25-MAY-2020","23.68","","05-JUN-2020"
"3AS3WX","LA373","26-MAY-2020","26.08","","05-JUN-2020"
"3AS3WX","LA373","27-MAY-2020","26.38","","05-JUN-2020"
"3AS3WX","LA373","28-MAY-2020","27.87","","05-JUN-2020"
"3AS3WX","LA373","29-MAY-2020","27.94","","05-JUN-2020"
"3AS3WX","LA373","30-MAY-2020","27.91","","05-JUN-2020"
"3AS3WX","LA373","31-MAY-2020","28.03","","05-JUN-2020"
"3AS3WX","LA373","01-JUN-2020","28.25","","05-JUN-2020"
"3AS3WX","LA373","02-JUN-2020","27.02","","05-JUN-2020"
"3AS3WX","LA373","03-JUN-2020","24.95","","05-JUN-2020"
"3AS3WX","LA373","04-JUN-2020","25.23","","16-JUN-2020"
"3AS3WX","LA373","05-JUN-2020","25.85","","16-JUN-2020"
"3AS3WX","LA373","06-JUN-2020","28.00","","16-JUN-2020"
"3AS3WX","LA373","07-JUN-2020","28.81","","16-JUN-2020"
"3AS3WX","LA373","08-JUN-2020","28.21","","16-JUN-2020"
"3AS3WX","LA373","09-JUN-2020","29.04","","16-JUN-2020"
"3AS3WX","LA373","10-JUN-2020","28.04","","16-JUN-2020"
"3AS3WX","LA373","11-JUN-2020","26.67","","16-JUN-2020"
"3AS3WX","LA373","12-JUN-2020","27.21","","16-JUN-2020"
"3AS3WX","LA373","13-JUN-2020","27.50","","16-JUN-2020"
"3AS3WX","LA373","14-JUN-2020","26.02","","16-JUN-2020"
"3AS3WX","LA373","15-JUN-2020","26.18","","02-JUL-2020"
"3AS3WX","LA373","16-JUN-2020","26.73","","02-JUL-2020"
"3AS3WX","LA373","17-JUN-2020","25.14","","02-JUL-2020"
"3AS3WX","LA373","18-JUN-2020","25.11","","02-JUL-2020"
"3AS3WX","LA373","19-JUN-2020","26.59","","02-JUL-2020"
"3AS3WX","LA373","20-JUN-2020","27.73","","02-JUL-2020"
"3AS3WX","LA373","21-JUN-2020","27.77","","02-JUL-2020"
"3AS3WX","LA373","22-JUN-2020","28.47","","02-JUL-2020"
"3AS3WX","LA373","23-JUN-2020","29.19","","02-JUL-2020"
"3AS3WX","LA373","24-JUN-2020","29.91","","02-JUL-2020"
"3AS3WX","LA373","25-JUN-2020","30.15","","02-JUL-2020"
"3AS3WX","LA373","26-JUN-2020","29.81","","02-JUL-2020"
"3AS3WX","LA373","27-JUN-2020","29.76","","02-JUL-2020"
"3AS3WX","LA373","28-JUN-2020","29.60","","02-JUL-2020"
"3AS3WX","LA373","29-JUN-2020","28.88","","02-JUL-2020"
"3AS3WX","LA373","30-JUN-2020","29.49","","06-JUL-2020"
"3AS3WX","LA373","01-JUL-2020","29.32","","06-JUL-2020"
"3AS3WX","LA373","02-JUL-2020","28.65","","06-JUL-2020"
"3AS3WX","LA373","03-JUL-2020","28.87","","06-JUL-2020"
"3AS3WX","LA373","04-JUL-2020","29.21","","06-JUL-2020"
"3AS3WX","LA373","05-JUL-2020","28.19","","28-JUL-2020"
"3AS3WX","LA373","06-JUL-2020","26.33","","28-JUL-2020"
"3AS3WX","LA373","07-JUL-2020","28.30","","28-JUL-2020"
"3AS3WX","LA373","08-JUL-2020","29.29","","28-JUL-2020"
"3AS3WX","LA373","09-JUL-2020","29.34","","28-JUL-2020"
"3AS3WX","LA373","10-JUL-2020","28.73","","28-JUL-2020"
"3AS3WX","LA373","11-JUL-2020","26.74","","28-JUL-2020"
"3AS3WX","LA373","12-JUL-2020","26.24","","28-JUL-2020"
"3AS3WX","LA373","13-JUL-2020","28.11","","28-JUL-2020"
"3AS3WX","LA373","14-JUL-2020","27.90","","28-JUL-2020"
"3AS3WX","LA373","15-JUL-2020","27.49","","28-JUL-2020"
"3AS3WX","LA373","16-JUL-2020","28.40","","28-JUL-2020"
"3AS3WX","LA373","17-JUL-2020","26.68","","28-JUL-2020"
"3AS3WX","LA373","18-JUL-2020","25.56","E","28-JUL-2020"
"3AS3WX","LA373","19-JUL-2020","28.30","","28-JUL-2020"
"3AS3WX","LA373","20-JUL-2020","27.58","","28-JUL-2020"
"3AS3WX","LA373","21-JUL-2020","25.01","","28-JUL-2020"
"3AS3WX","LA373","22-JUL-2020","25.04","","28-JUL-2020"
"3AS3WX","LA373","23-JUL-2020","25.77","","28-JUL-2020"
"3AS3WX","LA373","24-JUL-2020","27.85","","28-JUL-2020"
"3AS3WX","LA373","25-JUL-2020","28.05","E","28-JUL-2020"
"3AS3WX","LA373","26-JUL-2020","27.08","","28-JUL-2020"
"3AS3WX","LA373","27-JUL-2020","28.63","","07-AUG-2020"
"3AS3WX","LA373","28-JUL-2020","28.01","","07-AUG-2020"
"3AS3WX","LA373","29-JUL-2020","28.97","","07-AUG-2020"
"3AS3WX","LA373","30-JUL-2020","29.23","","07-AUG-2020"
"3AS3WX","LA373","31-JUL-2020","29.75","","07-AUG-2020"
"3AS3WX","LA373","01-AUG-2020","26.71","","07-AUG-2020"
"3AS3WX","LA373","02-AUG-2020","27.05","","07-AUG-2020"
"3AS3WX","LA373","03-AUG-2020","28.50","","07-AUG-2020"
"3AS3WX","LA373","04-AUG-2020","29.01","","07-AUG-2020"
"3AS3WX","LA373","05-AUG-2020","27.78","","24-AUG-2020"
"3AS3WX","LA373","06-AUG-2020","28.22","","24-AUG-2020"
"3AS3WX","LA373","07-AUG-2020","28.20","","24-AUG-2020"
"3AS3WX","LA373","08-AUG-2020","29.38","E","24-AUG-2020"
"3AS3WX","LA373","09-AUG-2020","29.38","E","24-AUG-2020"
"3AS3WX","LA373","10-AUG-2020","28.25","E","24-AUG-2020"
"3AS3WX","LA373","11-AUG-2020","28.49","","24-AUG-2020"
"3AS3WX","LA373","12-AUG-2020","28.77","","24-AUG-2020"
"3AS3WX","LA373","13-AUG-2020","29.65","","24-AUG-2020"
"3AS3WX","LA373","14-AUG-2020","29.77","","24-AUG-2020"
"3AS3WX","LA373","15-AUG-2020","28.88","","24-AUG-2020"
"3AS3WX","LA373","16-AUG-2020","29.25","","24-AUG-2020"
"3AS3WX","LA373","17-AUG-2020","28.78","","24-AUG-2020"
"3AS3WX","LA373","18-AUG-2020","28.80","","24-AUG-2020"
"3AS3WX","LA373","19-AUG-2020","27.67","","24-AUG-2020"
"3AS3WX","LA373","20-AUG-2020","27.67","","03-SEP-2020"
"3AS3WX","LA373","21-AUG-2020","28.86","","03-SEP-2020"
"3AS3WX","LA373","22-AUG-2020","28.98","","03-SEP-2020"
"3AS3WX","LA373","23-AUG-2020","29.55","","03-SEP-2020"
"3AS3WX","LA373","24-AUG-2020","29.03","","03-SEP-2020"
"3AS3WX","LA373","25-AUG-2020","29.70","","03-SEP-2020"
"3AS3WX","LA373","26-AUG-2020","29.36","","03-SEP-2020"
"3AS3WX","LA373","27-AUG-2020","29.71","","03-SEP-2020"
"3AS3WX","LA373","28-AUG-2020","29.31","","03-SEP-2020"
"3AS3WX","LA373","29-AUG-2020","29.37","","03-SEP-2020"
"3AS3WX","LA373","30-AUG-2020","29.04","","03-SEP-2020"
"3AS3WX","LA373","31-AUG-2020","28.29","","03-SEP-2020"
"3AS3WX","LA373","01-SEP-2020","29.46","","11-SEP-2020"
"3AS3WX","LA373","02-SEP-2020","29.73","","11-SEP-2020"
"3AS3WX","LA373","03-SEP-2020","30.09","","11-SEP-2020"
"3AS3WX","LA373","04-SEP-2020","29.98","","11-SEP-2020"
"3AS3WX","LA373","05-SEP-2020","27.46","","11-SEP-2020"
"3AS3WX","LA373","06-SEP-2020","26.01","","11-SEP-2020"
"3AS3WX","LA373","07-SEP-2020","25.96","","11-SEP-2020"
"3AS3WX","LA373","08-SEP-2020","26.70","","11-SEP-2020"
"3AS3WX","LA373","09-SEP-2020","26.55","","11-SEP-2020"
"3AS3WX","LA373","10-SEP-2020","26.69","","25-SEP-2020"
"3AS3WX","LA373","11-SEP-2020","27.87","","25-SEP-2020"
"3AS3WX","LA373","12-SEP-2020","25.06","","25-SEP-2020"
"3AS3WX","LA373","13-SEP-2020","26.42","","25-SEP-2020"
"3AS3WX","LA373","14-SEP-2020","27.54","","25-SEP-2020"
"3AS3WX","LA373","15-SEP-2020","28.17","","25-SEP-2020"
"3AS3WX","LA373","16-SEP-2020","28.72","","25-SEP-2020"
"3AS3WX","LA373","17-SEP-2020","28.74","","25-SEP-2020"
"3AS3WX","LA373","18-SEP-2020","29.15","","25-SEP-2020"
"3AS3WX","LA373","19-SEP-2020","28.82","","25-SEP-2020"
"3AS3WX","LA373","20-SEP-2020","28.39","","25-SEP-2020"
"3AS3WX","LA373","21-SEP-2020","26.28","","01-OCT-2020"
"3AS3WX","LA373","22-SEP-2020","26.93","","01-OCT-2020"
"3AS3WX","LA373","23-SEP-2020","26.49","","01-OCT-2020"
"3AS3WX","LA373","24-SEP-2020","25.50","","01-OCT-2020"
"3AS3WX","LA373","25-SEP-2020","27.45","","01-OCT-2020"
"3AS3WX","LA373","26-SEP-2020","27.72","","01-OCT-2020"
"3AS3WX","LA373","27-SEP-2020","27.54","","01-OCT-2020"
"3AS3WX","LA373","28-SEP-2020","27.25","","01-OCT-2020"
"3AS3WX","LA373","29-SEP-2020","28.49","","09-OCT-2020"
"3AS3WX","LA373","30-SEP-2020","26.32","","09-OCT-2020"
"3AS3WX","LA373","01-OCT-2020","25.86","","09-OCT-2020"
"3AS3WX","LA373","02-OCT-2020","25.19","","09-OCT-2020"
"3AS3WX","LA373","03-OCT-2020","25.44","","09-OCT-2020"
"3AS3WX","LA373","04-OCT-2020","27.47","","09-OCT-2020"
"3AS3WX","LA373","05-OCT-2020","27.97","","09-OCT-2020"
"3AS3WX","LA373","06-OCT-2020","28.35","","09-OCT-2020"
"3AS3WX","LA373","07-OCT-2020","28.35","","09-OCT-2020"
"3AS3WX","LA373","08-OCT-2020","28.13","","19-OCT-2020"
"3AS3WX","LA373","09-OCT-2020","27.79","","19-OCT-2020"
"3AS3WX","LA373","10-OCT-2020","28.15","","19-OCT-2020"
"3AS3WX","LA373","11-OCT-2020","28.56","","19-OCT-2020"
"3AS3WX","LA373","12-OCT-2020","27.48","","19-OCT-2020"
"3AS3WX","LA373","13-OCT-2020","26.44","","19-OCT-2020"
"3AS3WX","LA373","14-OCT-2020","27.07","","19-OCT-2020"
"3AS3WX","LA373","15-OCT-2020","26.72","","19-OCT-2020"
"3AS3WX","LA373","16-OCT-2020","25.55","","27-OCT-2020"
"3AS3WX","LA373","17-OCT-2020","26.64","","27-OCT-2020"
"3AS3WX","LA373","18-OCT-2020","26.88","","27-OCT-2020"
"3AS3WX","LA373","19-OCT-2020","25.03","","27-OCT-2020"
"3AS3WX","LA373","20-OCT-2020","24.96","","27-OCT-2020"
"3AS3WX","LA373","21-OCT-2020","23.56","","27-OCT-2020"
"3AS3WX","LA373","22-OCT-2020","25.28","","27-OCT-2020"
"3AS3WX","LA373","23-OCT-2020","26.14","","27-OCT-2020"
"3AS3WX","LA373","24-OCT-2020","25.25","","27-OCT-2020"
"3AS3WX","LA373","25-OCT-2020","25.76","","27-OCT-2020"
"3AS3WX","LA373","26-OCT-2020","26.63","","04-NOV-2020"
"3AS3WX","LA373","27-OCT-2020","27.67","","04-NOV-2020"
"3AS3WX","LA373","28-OCT-2020","27.49","","04-NOV-2020"
"3AS3WX","LA373","29-OCT-2020","27.36","","04-NOV-2020"
"3AS3WX","LA373","30-OCT-2020","27.26","","04-NOV-2020"
"3AS3WX","LA373","31-OCT-2020","26.15","","04-NOV-2020"
"3AS3WX","LA373","01-NOV-2020","26.80","","04-NOV-2020"
"3AS3WX","LA373","02-NOV-2020","24.06","","04-NOV-2020"
"3AS3WX","LA373","03-NOV-2020","22.94","","17-NOV-2020"
"3AS3WX","LA373","04-NOV-2020","23.82","","17-NOV-2020"
"3AS3WX","LA373","05-NOV-2020","24.21","","17-NOV-2020"
"3AS3WX","LA373","06-NOV-2020","24.75","","17-NOV-2020"
"3AS3WX","LA373","07-NOV-2020","24.02","","17-NOV-2020"
"3AS3WX","LA373","08-NOV-2020","23.40","","17-NOV-2020"
"3AS3WX","LA373","09-NOV-2020","25.34","","17-NOV-2020"
"3AS3WX","LA373","10-NOV-2020","25.94","","17-NOV-2020"
"3AS3WX","LA373","11-NOV-2020","25.59","","17-NOV-2020"
"3AS3WX","LA373","12-NOV-2020","25.99","","17-NOV-2020"
"3AS3WX","LA373","13-NOV-2020","25.74","","17-NOV-2020"
"3AS3WX","LA373","14-NOV-2020","25.58","","17-NOV-2020"
"3AS3WX","LA373","15-NOV-2020","26.35","","24-NOV-2020"
"3AS3WX","LA373","16-NOV-2020","26.15","","24-NOV-2020"
"3AS3WX","LA373","17-NOV-2020","24.16","","24-NOV-2020"
"3AS3WX","LA373","18-NOV-2020","22.59","","24-NOV-2020"
"3AS3WX","LA373","19-NOV-2020","22.90","","24-NOV-2020"
"3AS3WX","LA373","20-NOV-2020","22.82","","24-NOV-2020"
"3AS3WX","LA373","21-NOV-2020","23.60","","24-NOV-2020"
"3AS3WX","LA373","22-NOV-2020","23.04","","24-NOV-2020"
"3AS3WX","LA373","23-NOV-2020","22.25","","10-DEC-2020"
"3AS3WX","LA373","24-NOV-2020","22.74","","10-DEC-2020"
"3AS3WX","LA373","25-NOV-2020","22.60","","10-DEC-2020"
"3AS3WX","LA373","26-NOV-2020","23.81","","10-DEC-2020"
"3AS3WX","LA373","27-NOV-2020","23.67","","10-DEC-2020"
"3AS3WX","LA373","28-NOV-2020","23.97","","10-DEC-2020"
"3AS3WX","LA373","29-NOV-2020","24.13","","10-DEC-2020"
"3AS3WX","LA373","30-NOV-2020","23.28","","10-DEC-2020"
"3AS3WX","LA373","01-DEC-2020","16.31","","10-DEC-2020"
"3AS3WX","LA373","02-DEC-2020","15.99","","10-DEC-2020"
"3AS3WX","LA373","03-DEC-2020","18.77","","10-DEC-2020"
"3AS3WX","LA373","04-DEC-2020","20.27","","10-DEC-2020"
"3AS3WX","LA373","05-DEC-2020","22.31","","10-DEC-2020"
"3AS3WX","LA373","06-DEC-2020","21.52","","10-DEC-2020"
"3AS3WX","LA373","07-DEC-2020","19.91","","10-DEC-2020"
"3AS3WX","LA373","08-DEC-2020","14.76","","22-DEC-2020"
"3AS3WX","LA373","09-DEC-2020","13.41","","22-DEC-2020"
"3AS3WX","LA373","10-DEC-2020","15.80","","22-DEC-2020"
"3AS3WX","LA373","11-DEC-2020","17.81","","22-DEC-2020"
"3AS3WX","LA373","12-DEC-2020","19.98","","22-DEC-2020"
"3AS3WX","LA373","13-DEC-2020","22.28","","22-DEC-2020"
"3AS3WX","LA373","14-DEC-2020","22.63","","22-DEC-2020"
"3AS3WX","LA373","15-DEC-2020","23.04","","22-DEC-2020"
"3AS3WX","LA373","16-DEC-2020","23.58","","22-DEC-2020"
"3AS3WX","LA373","17-DEC-2020","22.96","","22-DEC-2020"
"3AS3WX","LA373","18-DEC-2020","15.46","","22-DEC-2020"
"3AS3WX","LA373","19-DEC-2020","18.09","","22-DEC-2020"
"3AS3WX","LA373","20-DEC-2020","21.56","","22-DEC-2020"
"3AS3WX","LA373","21-DEC-2020","21.50","","11-JAN-2021"
"3AS3WX","LA373","22-DEC-2020","18.18","","11-JAN-2021"
"3AS3WX","LA373","23-DEC-2020","19.59","","11-JAN-2021"
"3AS3WX","LA373","24-DEC-2020","22.43","","11-JAN-2021"
"3AS3WX","LA373","25-DEC-2020","13.84","","11-JAN-2021"
"3AS3WX","LA373","26-DEC-2020","12.14","","11-JAN-2021"
"3AS3WX","LA373","27-DEC-2020","15.53","","11-JAN-2021"
"3AS3WX","LA373","28-DEC-2020","19.39","","11-JAN-2021"
"3AS3WX","LA373","29-DEC-2020","19.72","","11-JAN-2021"
"3AS3WX","LA373","30-DEC-2020","21.08","","11-JAN-2021"
"3AS3WX","LA373","31-DEC-2020","22.82","","11-JAN-2021"
"3AS3WX","LA373","01-JAN-2021","23.39","","11-JAN-2021"
"3AS3WX","LA373","02-JAN-2021","23.13","","11-JAN-2021"
"3AS3WX","LA373","03-JAN-2021","23.00","","11-JAN-2021"
"3AS3WX","LA373","04-JAN-2021","19.64","","11-JAN-2021"
"3AS3WX","LA373","05-JAN-2021","17.03","","11-JAN-2021"
"3AS3WX","LA373","06-JAN-2021","16.56","","11-JAN-2021"
"3AS3WX","LA373","07-JAN-2021","19.46","","11-JAN-2021"
"3AS3WX","LA373","08-JAN-2021","19.96","","11-JAN-2021"
"3AS3WX","LA373","09-JAN-2021","15.59","","11-JAN-2021"
"3AS3WX","LA373","10-JAN-2021","13.53","","20-JAN-2021"
"3AS3WX","LA373","11-JAN-2021","18.81","","20-JAN-2021"
"3AS3WX","LA373","12-JAN-2021","19.16","","20-JAN-2021"
